"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""*Beginning for the 2015-16 season""""""""""""""""""""""""""""""", reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  This data file includes only data prior to the 2015-16 influenza season,""""""""""""""""""""""""""""""" and will be presented with the public health and clinical labs combined."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
X,X,X,X
0,0,0,X
0,3,0,X
0,0,0,X
0,4,0,X
X,X,X,X
X,X,X,X
0,2,0,X
0,1,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,2,0,X
X,X,X,X
0,0,0,X
X,X,X,X
0,2,0,X
0,0,0,X
0,0,0,X
0,8,0,X
0,6,0,X
X,X,X,X
0,1,0,X
0,4,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,4,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,7,0,X
0,5,0,X
0,0,0,X
0,3,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,28,0,X
0,4,0,X
0,33,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,3,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,4,0,X
X,X,X,X
X,X,X,X
0,1,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,8,0,X
X,X,X,X
0,0,0,X
0,4,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,7,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,6,0,X
0,6,0,X
0,0,0,X
0,3,0,X
0,0,0,X
0,3,0,X
X,X,X,X
X,X,X,X
0,28,0,X
0,0,0,X
0,31,0,X
X,X,X,X
0,1,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,3,0,X
X,X,X,X
0,1,0,X
0,9,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,4,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,4,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,38,0,X
0,3,0,X
0,21,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,1,0,X
X,X,X,X
0,1,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,4,0,X
X,X,X,X
0,0,0,X
0,3,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,4,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,4,0,X
0,1,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,25,0,X
0,1,0,X
0,21,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,2,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,2,0,X
0,1,0,X
X,X,X,X
X,X,X,X
0,6,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,3,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,17,0,X
0,2,0,X
0,23,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,12,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,4,0,X
0,0,0,X
X,X,X,X
0,6,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,17,0,X
0,1,0,X
0,12,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,1,0,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,7,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,3,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,3,0,X
0,1,0,X
0,12,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
X,X,X,X
0,4,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,5,0,X
0,1,0,X
0,11,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,1,0,X
0,0,0,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,2,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,3,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,16,0,X
0,2,0,X
0,5,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,8,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
X,X,X,X
X,X,X,X
0,20,0,X
0,2,0,X
0,10,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,1,1,X
0,0,0,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,2,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,3,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,20,0,X
0,2,0,X
0,7,0,X
X,X,X,X
0,1,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,3,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,4,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,16,0,X
0,5,0,X
0,4,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,4,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,8,0,X
0,4,0,X
0,12,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,30,0,X
0,6,0,X
0,6,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,1,0,X
0,1,0,X
0,0,0,X
0,4,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,31,0,X
0,4,0,X
0,4,0,X
X,X,X,X
0,0,0,X
0,1,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,1,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,2,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,13,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,5,0,X
0,0,0,X
X,X,X,X
0,2,0,X
0,2,0,X
0,0,0,X
0,1,0,X
0,4,0,X
0,4,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,50,0,X
0,10,0,X
0,2,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,3,0,X
0,0,0,X
X,X,X,X
0,1,0,X
0,1,0,X
0,0,0,X
0,3,0,X
X,X,X,X
0,4,0,X
0,3,0,X
0,0,0,X
0,12,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,2,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,3,0,X
0,2,0,X
0,3,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,76,0,X
0,10,0,X
0,4,0,X
0,1,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,1,0,X
0,1,0,X
0,4,0,X
0,3,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,3,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,7,0,X
0,27,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,3,0,X
0,1,0,X
X,X,X,X
0,1,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,7,0,X
0,3,0,X
0,2,0,X
0,0,0,X
X,X,X,X
0,71,0,X
0,15,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,1,0,X
0,5,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,2,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,3,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,2,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,6,0,X
0,30,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,1,0,X
0,2,1,X
X,X,X,X
0,1,0,X
0,0,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,3,0,X
0,1,0,X
0,0,0,X
0,2,0,X
X,X,X,X
0,55,0,X
0,3,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,2,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,2,0,X
0,1,0,X
0,6,0,X
0,2,0,X
0,1,0,X
0,2,0,X
0,1,0,X
0,0,0,X
0,1,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,1,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,4,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,3,0,X
0,22,0,X
0,4,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,1,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,5,0,X
0,0,0,X
0,0,0,X
0,1,0,X
X,X,X,X
0,57,0,X
0,7,0,X
0,2,0,X
0,1,0,X
0,2,0,X
0,0,0,X
0,7,0,X
0,0,0,X
0,1,0,X
0,2,0,X
0,0,0,X
0,3,0,X
0,2,0,X
0,2,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,1,0,X
0,5,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
X,X,X,X
0,1,0,X
0,1,0,X
0,2,0,X
0,21,0,X
0,2,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,3,0,X
0,1,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,1,0,X
0,1,0,X
0,4,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,62,0,X
0,9,0,X
0,2,0,X
0,0,0,X
0,2,0,X
0,0,0,X
0,5,0,X
0,1,0,X
0,0,0,X
0,5,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,1,0,X
0,3,0,X
0,1,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,0,0,X
0,4,0,X
X,X,X,X
0,2,0,X
0,0,0,X
0,0,0,X
0,33,0,X
0,3,0,X
0,0,0,X
0,1,0,X
0,1,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,3,0,X
0,0,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,5,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,54,0,X
0,14,0,X
0,0,0,X
0,1,0,X
0,2,0,X
0,1,0,X
0,4,0,X
0,2,0,X
0,0,0,X
0,4,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,3,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,1,0,X
0,3,0,X
X,X,X,X
0,4,0,X
0,0,0,X
0,3,0,X
0,28,0,X
0,1,0,X
0,0,0,X
0,1,0,X
0,1,0,X
0,2,0,X
0,1,0,X
0,0,0,X
0,4,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,4,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,49,0,X
0,19,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,1,0,X
0,0,0,X
0,1,0,X
0,7,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,3,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,1,0,X
0,0,0,X
0,6,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,1,0,X
0,44,0,X
0,4,0,X
0,0,0,X
0,0,0,X
0,4,0,X
0,4,0,X
0,4,0,X
0,0,0,X
0,2,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,3,0,X
0,2,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,51,0,X
0,18,0,X
0,0,0,X
0,0,0,X
0,3,0,X
0,1,0,X
0,4,0,X
0,0,0,X
0,0,0,X
0,9,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,1,0,X
0,0,0,X
0,2,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,2,0,X
0,3,0,X
0,0,0,X
0,2,0,X
0,0,0,X
0,1,0,X
0,6,0,X
X,X,X,X
0,1,0,X
0,2,0,X
0,3,0,X
0,61,0,X
0,2,0,X
0,0,0,X
0,0,0,X
0,6,0,X
0,0,0,X
0,9,0,X
0,0,0,X
0,3,0,X
0,0,0,X
X,X,X,X
0,2,0,X
0,1,0,X
0,1,0,X
0,3,0,X
0,6,0,X
0,5,0,X
0,1,0,X
0,1,0,X
0,0,0,X
0,44,0,X
0,25,0,X
0,3,0,X
0,0,0,X
0,10,0,X
0,4,0,X
0,3,0,X
0,1,0,X
0,0,0,X
0,6,0,X
0,0,0,X
0,2,0,X
0,1,0,X
0,4,0,X
0,5,0,X
0,3,0,X
0,3,0,X
0,0,0,X
0,1,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,2,0,X
0,1,0,X
0,4,0,X
0,0,0,X
0,7,0,X
0,2,0,X
0,1,0,X
0,5,0,X
X,X,X,X
0,6,0,X
0,0,0,X
0,5,0,X
0,67,0,X
0,3,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,2,0,X
0,3,0,X
0,0,0,X
0,2,0,X
0,0,0,X
X,X,X,X
0,3,0,X
0,1,0,X
0,2,0,X
0,4,0,X
0,0,0,X
0,5,0,X
0,1,0,X
0,1,0,X
0,0,0,X
0,34,0,X
0,15,0,X
0,5,0,X
0,0,0,X
0,14,0,X
0,1,0,X
0,4,0,X
0,2,0,X
0,2,0,X
0,23,0,X
0,0,0,X
0,1,0,X
0,1,0,X
0,4,0,X
0,4,0,X
0,1,0,X
0,2,0,X
0,1,0,X
0,4,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,6,0,X
0,2,0,X
0,1,0,X
0,3,0,X
0,1,0,X
0,2,0,X
0,10,0,X
X,X,X,X
0,2,0,X
0,2,0,X
0,9,0,X
0,107,0,X
0,2,0,X
0,0,0,X
0,0,0,X
0,10,0,X
0,1,0,X
0,13,0,X
0,3,0,X
0,3,0,X
0,0,0,X
X,X,X,X
0,7,0,X
0,1,0,X
0,2,0,X
0,2,0,X
0,6,0,X
0,7,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,25,0,X
0,28,0,X
0,3,0,X
0,0,0,X
0,12,0,X
0,1,0,X
0,6,0,X
0,0,0,X
0,2,0,X
0,17,0,X
0,0,0,X
0,4,0,X
0,3,0,X
0,4,0,X
0,7,0,X
0,2,0,X
0,2,0,X
0,0,0,X
0,4,0,X
0,0,0,X
0,1,0,X
X,X,X,X
0,3,0,X
0,2,0,X
0,4,0,X
0,3,0,X
0,7,0,X
0,3,0,X
0,3,0,X
0,8,0,X
X,X,X,X
0,9,0,X
0,8,0,X
0,7,0,X
0,88,0,X
0,2,0,X
0,0,0,X
0,1,0,X
0,6,0,X
0,4,0,X
0,17,0,X
0,0,0,X
0,2,0,X
0,0,0,X
X,X,X,X
0,7,0,X
0,0,0,X
0,3,0,X
0,9,0,X
0,21,0,X
0,3,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,37,0,X
0,44,0,X
0,10,0,X
0,2,0,X
0,4,0,X
0,1,0,X
0,9,0,X
0,15,0,X
0,0,0,X
0,4,0,X
0,0,0,X
0,3,0,X
0,0,0,X
0,5,0,X
0,3,0,X
0,8,0,X
0,3,0,X
0,0,0,X
0,2,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,7,0,X
0,11,0,X
0,5,0,X
0,9,0,X
0,1,0,X
0,8,0,X
0,5,0,X
X,X,X,X
0,9,0,X
0,8,0,X
0,22,0,X
0,83,0,X
0,1,0,X
0,0,0,X
0,2,0,X
0,10,0,X
0,9,0,X
0,7,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,4,0,X
0,2,0,X
0,7,0,X
0,7,0,X
0,20,0,X
0,10,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,25,0,X
0,38,0,X
0,7,0,X
0,3,0,X
0,5,0,X
0,2,0,X
0,6,0,X
0,3,0,X
0,0,0,X
0,4,0,X
0,3,0,X
0,3,0,X
0,4,0,X
0,8,0,X
0,7,0,X
0,4,0,X
0,3,0,X
0,0,0,X
0,3,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,3,0,X
0,7,0,X
0,7,0,X
0,4,0,X
0,13,0,X
0,1,0,X
0,1,0,X
0,19,0,X
X,X,X,X
0,13,0,X
0,16,0,X
0,30,0,X
0,58,0,X
0,2,0,X
0,3,0,X
0,4,0,X
0,11,0,X
0,17,0,X
0,15,0,X
0,0,0,X
0,3,0,X
0,0,0,X
X,X,X,X
0,3,0,X
0,0,0,X
0,7,0,X
0,7,0,X
0,40,0,X
0,7,0,X
0,0,0,X
0,4,0,X
0,0,0,X
0,18,0,X
0,50,0,X
0,2,0,X
0,1,0,X
0,7,0,X
0,3,0,X
0,10,0,X
0,0,0,X
0,3,0,X
0,7,0,X
0,1,0,X
0,6,0,X
0,3,0,X
0,4,0,X
0,3,0,X
0,1,0,X
0,2,0,X
0,1,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,2,0,X
0,10,0,X
0,4,0,X
0,4,0,X
0,3,0,X
0,1,0,X
0,14,0,X
0,10,0,X
X,X,X,X
0,11,0,X
0,15,0,X
0,7,0,X
0,67,0,X
0,0,0,X
0,2,0,X
0,2,0,X
0,8,0,X
0,10,0,X
0,7,0,X
0,0,0,X
0,2,0,X
0,0,0,X
X,X,X,X
0,5,0,X
0,1,0,X
0,8,0,X
0,4,0,X
0,66,0,X
0,14,0,X
0,1,0,X
0,1,0,X
0,0,0,X
0,19,0,X
0,46,0,X
0,5,0,X
0,4,0,X
0,9,0,X
0,0,0,X
0,8,0,X
0,5,0,X
0,2,0,X
0,6,0,X
0,0,0,X
0,6,0,X
0,4,0,X
0,10,0,X
0,9,0,X
0,9,0,X
0,1,0,X
0,5,0,X
0,3,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,3,0,X
0,20,0,X
0,5,0,X
0,3,0,X
0,5,0,X
0,4,0,X
0,9,0,X
0,11,0,X
X,X,X,X
0,8,0,X
0,11,0,X
0,6,0,X
0,92,0,X
0,2,0,X
0,9,0,X
0,3,0,X
0,11,0,X
0,7,0,X
0,5,0,X
0,2,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,4,0,X
0,3,0,X
0,9,0,X
0,11,0,X
0,54,0,X
0,12,0,X
0,4,0,X
0,1,0,X
0,0,0,X
0,22,0,X
0,55,0,X
0,16,0,X
0,6,0,X
0,14,0,X
0,1,0,X
0,6,0,X
0,5,0,X
0,4,0,X
0,21,0,X
0,3,0,X
0,3,0,X
0,3,0,X
0,7,0,X
