"National Healthcare Safety Network (NHSN) Hospital Respiratory Data (downloaded on "Mar-06-2025)
Influenza Division - Centers for Disease Control and Prevention.
Week,Season,Measure,Region,RegionDescription,Measure_Value
202445,2024-25,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.7
202445,2024-25,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.3
202445,2024-25,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.3
202445,2024-25,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.9
202445,2024-25,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.4
202446,2024-25,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.2
202446,2024-25,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.5
202446,2024-25,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.5
202446,2024-25,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.9
202446,2024-25,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.3
202446,2024-25,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.8
202446,2024-25,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.4
202446,2024-25,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.4
202446,2024-25,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,1.4
202446,2024-25,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.5
202447,2024-25,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.4
202447,2024-25,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.6
202447,2024-25,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.7
202447,2024-25,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,1
202447,2024-25,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.5
202447,2024-25,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.9
202447,2024-25,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.5
202447,2024-25,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.5
202447,2024-25,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,2.1
202447,2024-25,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.9
202448,2024-25,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.6
202448,2024-25,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,1.5
202448,2024-25,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.6
202448,2024-25,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,1.3
202443,2024-25,Average patients with influenza in ICU,9,HHS Region,15
202443,2024-25,Average patients with influenza in ICU,10,HHS Region,2
202444,2024-25,Average patients with influenza in ICU,1,HHS Region,3
202444,2024-25,Average patients with influenza in ICU,2,HHS Region,3
202444,2024-25,Average patients with influenza in ICU,3,HHS Region,8
202444,2024-25,Average patients with influenza in ICU,4,HHS Region,38
202444,2024-25,Average patients with influenza in ICU,5,HHS Region,9
202444,2024-25,Average patients with influenza in ICU,6,HHS Region,21
202444,2024-25,Average patients with influenza in ICU,7,HHS Region,4
202444,2024-25,Average patients with influenza in ICU,8,HHS Region,1
202444,2024-25,Average patients with influenza in ICU,9,HHS Region,24
202444,2024-25,Average patients with influenza in ICU,10,HHS Region,2
202445,2024-25,Average patients with influenza in ICU,1,HHS Region,1
202445,2024-25,Average patients with influenza in ICU,2,HHS Region,10
202445,2024-25,Average patients with influenza in ICU,3,HHS Region,17
202445,2024-25,Average patients with influenza in ICU,4,HHS Region,56
202445,2024-25,Average patients with influenza in ICU,5,HHS Region,14
202445,2024-25,Average patients with influenza in ICU,6,HHS Region,44
202445,2024-25,Average patients with influenza in ICU,7,HHS Region,7
202445,2024-25,Average patients with influenza in ICU,8,HHS Region,5
202445,2024-25,Average patients with influenza in ICU,9,HHS Region,47
202445,2024-25,Average patients with influenza in ICU,10,HHS Region,4
202446,2024-25,Average patients with influenza in ICU,1,HHS Region,2
202446,2024-25,Average patients with influenza in ICU,2,HHS Region,9
202446,2024-25,Average patients with influenza in ICU,3,HHS Region,12
202446,2024-25,Average patients with influenza in ICU,4,HHS Region,62
202446,2024-25,Average patients with influenza in ICU,5,HHS Region,16
202446,2024-25,Average patients with influenza in ICU,6,HHS Region,49
202446,2024-25,Average patients with influenza in ICU,7,HHS Region,10
202446,2024-25,Average patients with influenza in ICU,8,HHS Region,8
202446,2024-25,Average patients with influenza in ICU,9,HHS Region,62
202446,2024-25,Average patients with influenza in ICU,10,HHS Region,4
202447,2024-25,Average patients with influenza in ICU,1,HHS Region,1
202447,2024-25,Average patients with influenza in ICU,2,HHS Region,17
202447,2024-25,Average patients with influenza in ICU,3,HHS Region,17
202447,2024-25,Average patients with influenza in ICU,4,HHS Region,65
202447,2024-25,Average patients with influenza in ICU,5,HHS Region,15
202447,2024-25,Average patients with influenza in ICU,6,HHS Region,60
202447,2024-25,Average patients with influenza in ICU,7,HHS Region,4
202447,2024-25,Average patients with influenza in ICU,8,HHS Region,7
202447,2024-25,Average patients with influenza in ICU,9,HHS Region,83
202447,2024-25,Average patients with influenza in ICU,10,HHS Region,7
202448,2024-25,Average patients with influenza in ICU,1,HHS Region,2
202448,2024-25,Average patients with influenza in ICU,2,HHS Region,58
202448,2024-25,Average patients with influenza in ICU,3,HHS Region,14
202448,2024-25,Average patients with influenza in ICU,4,HHS Region,91
202448,2024-25,Average patients with influenza in ICU,5,HHS Region,29
202448,2024-25,Average patients with influenza in ICU,6,HHS Region,85
202448,2024-25,Average patients with influenza in ICU,7,HHS Region,8
202448,2024-25,Average patients with influenza in ICU,8,HHS Region,3
202448,2024-25,Average patients with influenza in ICU,9,HHS Region,92
202448,2024-25,Average patients with influenza in ICU,10,HHS Region,7
202449,2024-25,Average patients with influenza in ICU,1,HHS Region,4
202449,2024-25,Average patients with influenza in ICU,2,HHS Region,83
202449,2024-25,Average patients with influenza in ICU,3,HHS Region,24
202449,2024-25,Average patients with influenza in ICU,4,HHS Region,98
202449,2024-25,Average patients with influenza in ICU,5,HHS Region,29
202449,2024-25,Average patients with influenza in ICU,6,HHS Region,92
202449,2024-25,Average patients with influenza in ICU,7,HHS Region,19
202449,2024-25,Average patients with influenza in ICU,8,HHS Region,10
202449,2024-25,Average patients with influenza in ICU,9,HHS Region,140
202449,2024-25,Average patients with influenza in ICU,10,HHS Region,15
202450,2024-25,Average patients with influenza in ICU,1,HHS Region,12
202439,2024-25,Influenza Hospital Admissions,5,HHS Region,18
202450,2024-25,Average patients with influenza in ICU,2,HHS Region,89
202450,2024-25,Average patients with influenza in ICU,3,HHS Region,41
202450,2024-25,Average patients with influenza in ICU,4,HHS Region,165
202450,2024-25,Average patients with influenza in ICU,5,HHS Region,60
202450,2024-25,Average patients with influenza in ICU,6,HHS Region,123
202450,2024-25,Average patients with influenza in ICU,7,HHS Region,16
202450,2024-25,Average patients with influenza in ICU,8,HHS Region,18
202450,2024-25,Average patients with influenza in ICU,9,HHS Region,159
202450,2024-25,Average patients with influenza in ICU,10,HHS Region,24
202451,2024-25,Average patients with influenza in ICU,1,HHS Region,13
202451,2024-25,Average patients with influenza in ICU,2,HHS Region,77
202451,2024-25,Average patients with influenza in ICU,3,HHS Region,60
202451,2024-25,Average patients with influenza in ICU,4,HHS Region,280
202451,2024-25,Average patients with influenza in ICU,5,HHS Region,105
202451,2024-25,Average patients with influenza in ICU,6,HHS Region,169
202451,2024-25,Average patients with influenza in ICU,7,HHS Region,34
202451,2024-25,Average patients with influenza in ICU,8,HHS Region,33
202451,2024-25,Average patients with influenza in ICU,9,HHS Region,241
202451,2024-25,Average patients with influenza in ICU,10,HHS Region,64
202452,2024-25,Average patients with influenza in ICU,1,HHS Region,32
202452,2024-25,Average patients with influenza in ICU,2,HHS Region,144
202452,2024-25,Average patients with influenza in ICU,3,HHS Region,97
202452,2024-25,Average patients with influenza in ICU,4,HHS Region,455
202452,2024-25,Average patients with influenza in ICU,5,HHS Region,190
202452,2024-25,Average patients with influenza in ICU,6,HHS Region,253
202452,2024-25,Average patients with influenza in ICU,7,HHS Region,75
202452,2024-25,Average patients with influenza in ICU,8,HHS Region,45
202452,2024-25,Average patients with influenza in ICU,9,HHS Region,387
202452,2024-25,Average patients with influenza in ICU,10,HHS Region,81
202501,2024-25,Average patients with influenza in ICU,1,HHS Region,51
202501,2024-25,Average patients with influenza in ICU,2,HHS Region,280
202501,2024-25,Average patients with influenza in ICU,3,HHS Region,210
202501,2024-25,Average patients with influenza in ICU,4,HHS Region,796
202501,2024-25,Average patients with influenza in ICU,5,HHS Region,388
202501,2024-25,Average patients with influenza in ICU,6,HHS Region,388
202501,2024-25,Average patients with influenza in ICU,7,HHS Region,172
202501,2024-25,Average patients with influenza in ICU,8,HHS Region,101
202501,2024-25,Average patients with influenza in ICU,9,HHS Region,584
202501,2024-25,Average patients with influenza in ICU,10,HHS Region,107
202502,2024-25,Average patients with influenza in ICU,1,HHS Region,68
202502,2024-25,Average patients with influenza in ICU,2,HHS Region,371
202502,2024-25,Average patients with influenza in ICU,3,HHS Region,238
202502,2024-25,Average patients with influenza in ICU,4,HHS Region,835
202502,2024-25,Average patients with influenza in ICU,5,HHS Region,446
202502,2024-25,Average patients with influenza in ICU,6,HHS Region,406
202502,2024-25,Average patients with influenza in ICU,7,HHS Region,163
202502,2024-25,Average patients with influenza in ICU,8,HHS Region,106
202502,2024-25,Average patients with influenza in ICU,9,HHS Region,522
202502,2024-25,Average patients with influenza in ICU,10,HHS Region,61
202503,2024-25,Average patients with influenza in ICU,1,HHS Region,103
202503,2024-25,Average patients with influenza in ICU,2,HHS Region,380
202503,2024-25,Average patients with influenza in ICU,3,HHS Region,237
202503,2024-25,Average patients with influenza in ICU,4,HHS Region,876
202503,2024-25,Average patients with influenza in ICU,5,HHS Region,505
202503,2024-25,Average patients with influenza in ICU,6,HHS Region,447
202503,2024-25,Average patients with influenza in ICU,7,HHS Region,153
202503,2024-25,Average patients with influenza in ICU,8,HHS Region,103
202503,2024-25,Average patients with influenza in ICU,9,HHS Region,543
202503,2024-25,Average patients with influenza in ICU,10,HHS Region,84
202504,2024-25,Average patients with influenza in ICU,1,HHS Region,139
202504,2024-25,Average patients with influenza in ICU,2,HHS Region,517
202504,2024-25,Average patients with influenza in ICU,3,HHS Region,301
202448,2024-25,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.5
202448,2024-25,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,1.5
202448,2024-25,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.5
202448,2024-25,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.8
202448,2024-25,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,2.7
202448,2024-25,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,1.3
202449,2024-25,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.8
202449,2024-25,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,2.6
202449,2024-25,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,1
202449,2024-25,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,1.7
202449,2024-25,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.8
202449,2024-25,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,2
202449,2024-25,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.8
202449,2024-25,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,1.3
202449,2024-25,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,4
202449,2024-25,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,2
202450,2024-25,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,1.4
202450,2024-25,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,3
202450,2024-25,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,1.7
202450,2024-25,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,2.7
202450,2024-25,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,1.6
202450,2024-25,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,2.6
202450,2024-25,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,1.5
202450,2024-25,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,2.1
202450,2024-25,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,5
202450,2024-25,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,3.5
202451,2024-25,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,1.6
202451,2024-25,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,4.4
202451,2024-25,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,2.5
202451,2024-25,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,4.6
202451,2024-25,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,3
202451,2024-25,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,4.4
202451,2024-25,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,3.4
202451,2024-25,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,3.2
202451,2024-25,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,8.2
202451,2024-25,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,6.9
202452,2024-25,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,3.6
202452,2024-25,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,7.1
202452,2024-25,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,5.7
202452,2024-25,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,8.5
202452,2024-25,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,6.9
202452,2024-25,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,7.4
202452,2024-25,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,7.5
202452,2024-25,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,7.6
202452,2024-25,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,11.9
202452,2024-25,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,9.8
202501,2024-25,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,7.5
202501,2024-25,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,15.2
202501,2024-25,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,10.3
202501,2024-25,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,11.3
202501,2024-25,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,10.5
202501,2024-25,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,9.2
202501,2024-25,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,10.7
202501,2024-25,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,11.4
202501,2024-25,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,14.1
202501,2024-25,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,9.3
202502,2024-25,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,7.4
202502,2024-25,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,14.2
202502,2024-25,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,8.6
202502,2024-25,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,9.1
202504,2024-25,Average patients with influenza in ICU,4,HHS Region,1013
202504,2024-25,Average patients with influenza in ICU,5,HHS Region,556
202504,2024-25,Average patients with influenza in ICU,6,HHS Region,544
202504,2024-25,Average patients with influenza in ICU,7,HHS Region,134
202504,2024-25,Average patients with influenza in ICU,8,HHS Region,105
202504,2024-25,Average patients with influenza in ICU,9,HHS Region,551
202504,2024-25,Average patients with influenza in ICU,10,HHS Region,77
202505,2024-25,Average patients with influenza in ICU,1,HHS Region,174
202505,2024-25,Average patients with influenza in ICU,2,HHS Region,542
202505,2024-25,Average patients with influenza in ICU,3,HHS Region,391
202505,2024-25,Average patients with influenza in ICU,4,HHS Region,1310
202505,2024-25,Average patients with influenza in ICU,5,HHS Region,802
202505,2024-25,Average patients with influenza in ICU,6,HHS Region,758
202505,2024-25,Average patients with influenza in ICU,7,HHS Region,191
202505,2024-25,Average patients with influenza in ICU,8,HHS Region,109
202505,2024-25,Average patients with influenza in ICU,9,HHS Region,561
202505,2024-25,Average patients with influenza in ICU,10,HHS Region,104
202506,2024-25,Average patients with influenza in ICU,1,HHS Region,203
202506,2024-25,Average patients with influenza in ICU,2,HHS Region,517
202506,2024-25,Average patients with influenza in ICU,3,HHS Region,527
202506,2024-25,Average patients with influenza in ICU,4,HHS Region,1525
202506,2024-25,Average patients with influenza in ICU,5,HHS Region,944
202506,2024-25,Average patients with influenza in ICU,6,HHS Region,849
202506,2024-25,Average patients with influenza in ICU,7,HHS Region,266
202506,2024-25,Average patients with influenza in ICU,8,HHS Region,112
202506,2024-25,Average patients with influenza in ICU,9,HHS Region,530
202506,2024-25,Average patients with influenza in ICU,10,HHS Region,124
202507,2024-25,Average patients with influenza in ICU,1,HHS Region,190
202507,2024-25,Average patients with influenza in ICU,2,HHS Region,489
202507,2024-25,Average patients with influenza in ICU,3,HHS Region,569
202507,2024-25,Average patients with influenza in ICU,4,HHS Region,1251
202507,2024-25,Average patients with influenza in ICU,5,HHS Region,1151
202507,2024-25,Average patients with influenza in ICU,6,HHS Region,693
202507,2024-25,Average patients with influenza in ICU,7,HHS Region,296
202507,2024-25,Average patients with influenza in ICU,8,HHS Region,122
202507,2024-25,Average patients with influenza in ICU,9,HHS Region,478
202507,2024-25,Average patients with influenza in ICU,10,HHS Region,118
202502,2024-25,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,9.1
202502,2024-25,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,7.2
202502,2024-25,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,9.1
202502,2024-25,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,7.6
202502,2024-25,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,9.6
202502,2024-25,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,6.1
202503,2024-25,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,8.5
202503,2024-25,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,13.2
202503,2024-25,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,11.7
202503,2024-25,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,10.1
202503,2024-25,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,9.5
202503,2024-25,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,8.6
202503,2024-25,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,7.8
202503,2024-25,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,7.1
202503,2024-25,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,9.3
202503,2024-25,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,5.5
202504,2024-25,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,11.8
202504,2024-25,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,14.9
202504,2024-25,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,15.1
202504,2024-25,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,12.5
202504,2024-25,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,12.6
202504,2024-25,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,11.4
202504,2024-25,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,9.4
202504,2024-25,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,7.6
202504,2024-25,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,10.1
202504,2024-25,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,5.6
202505,2024-25,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,15.4
202505,2024-25,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,15.1
202505,2024-25,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,19.6
202505,2024-25,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,16
202505,2024-25,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,16.7
202505,2024-25,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,16
202505,2024-25,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,15
202505,2024-25,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,9.4
202505,2024-25,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,10.6
202505,2024-25,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,8.6
202506,2024-25,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,18.6
202506,2024-25,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,15.2
202506,2024-25,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,23
202506,2024-25,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,16
202506,2024-25,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,19.1
202506,2024-25,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,14.6
202506,2024-25,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,17.9
202506,2024-25,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,11
202506,2024-25,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,8.9
202506,2024-25,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,10.2
202507,2024-25,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,16.1
202507,2024-25,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,12.8
202507,2024-25,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,23.4
202507,2024-25,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,11
202507,2024-25,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,18.4
202507,2024-25,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,8.9
202507,2024-25,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,15
202507,2024-25,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,9.7
202507,2024-25,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,7
202507,2024-25,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,8.8
202439,2024-25,Influenza Hospital Admissions,1,HHS Region,3
202439,2024-25,Influenza Hospital Admissions,2,HHS Region,16
202439,2024-25,Influenza Hospital Admissions,3,HHS Region,52
202439,2024-25,Influenza Hospital Admissions,4,HHS Region,63
202439,2024-25,Influenza Hospital Admissions,6,HHS Region,10
202451,2024-25,Influenza Hospital Admissions,10,HHS Region,1005
202439,2024-25,Influenza Hospital Admissions,7,HHS Region,7
202439,2024-25,Influenza Hospital Admissions,8,HHS Region,5
202439,2024-25,Influenza Hospital Admissions,9,HHS Region,42
202439,2024-25,Influenza Hospital Admissions,10,HHS Region,7
202440,2024-25,Influenza Hospital Admissions,1,HHS Region,4
202440,2024-25,Influenza Hospital Admissions,2,HHS Region,27
202440,2024-25,Influenza Hospital Admissions,3,HHS Region,68
202440,2024-25,Influenza Hospital Admissions,4,HHS Region,69
202440,2024-25,Influenza Hospital Admissions,5,HHS Region,19
202440,2024-25,Influenza Hospital Admissions,6,HHS Region,11
202440,2024-25,Influenza Hospital Admissions,7,HHS Region,1
202440,2024-25,Influenza Hospital Admissions,8,HHS Region,5
202440,2024-25,Influenza Hospital Admissions,9,HHS Region,72
202440,2024-25,Influenza Hospital Admissions,10,HHS Region,11
202441,2024-25,Influenza Hospital Admissions,1,HHS Region,0
202441,2024-25,Influenza Hospital Admissions,2,HHS Region,9
202441,2024-25,Influenza Hospital Admissions,3,HHS Region,45
202441,2024-25,Influenza Hospital Admissions,4,HHS Region,98
202441,2024-25,Influenza Hospital Admissions,5,HHS Region,7
202441,2024-25,Influenza Hospital Admissions,6,HHS Region,81
202441,2024-25,Influenza Hospital Admissions,7,HHS Region,1
202441,2024-25,Influenza Hospital Admissions,8,HHS Region,2
202441,2024-25,Influenza Hospital Admissions,9,HHS Region,35
202441,2024-25,Influenza Hospital Admissions,10,HHS Region,17
202442,2024-25,Influenza Hospital Admissions,1,HHS Region,6
202442,2024-25,Influenza Hospital Admissions,2,HHS Region,11
202442,2024-25,Influenza Hospital Admissions,3,HHS Region,23
202442,2024-25,Influenza Hospital Admissions,4,HHS Region,215
202442,2024-25,Influenza Hospital Admissions,5,HHS Region,118
202442,2024-25,Influenza Hospital Admissions,6,HHS Region,63
202442,2024-25,Influenza Hospital Admissions,7,HHS Region,4
202442,2024-25,Influenza Hospital Admissions,8,HHS Region,6
202442,2024-25,Influenza Hospital Admissions,9,HHS Region,95
202442,2024-25,Influenza Hospital Admissions,10,HHS Region,12
202443,2024-25,Influenza Hospital Admissions,1,HHS Region,6
202443,2024-25,Influenza Hospital Admissions,2,HHS Region,21
202443,2024-25,Influenza Hospital Admissions,3,HHS Region,73
202443,2024-25,Influenza Hospital Admissions,4,HHS Region,221
