Cumulative_Doses,Influenza_Season,Setting,Week_ID,Current_Season_Week_Ending_Label,MMWR_Week_Order,MMWR_Year,MMWR_Week,MMWR_Day,Dose,Current_Through,Location_and_Flu_Season_Order,Age_Group
20591709,2019-2020,Physician Medical Office,10/26/2019 12:00:00 AM,10/26/2024 12:00:00 AM,17,2019,43,7,3128892,01/25/2025 12:00:00 AM,34,18+
10110340,2019-2020,Physician Medical Office,10/26/2019 12:00:00 AM,10/26/2024 12:00:00 AM,17,2019,43,7,1546630,01/25/2025 12:00:00 AM,34,65+
5566885,2019-2020,Physician Medical Office,10/26/2019 12:00:00 AM,10/26/2024 12:00:00 AM,17,2019,43,7,841050,01/25/2025 12:00:00 AM,34,18-49
10481371,2019-2020,Physician Medical Office,10/26/2019 12:00:00 AM,10/26/2024 12:00:00 AM,17,2019,43,7,1582262,01/25/2025 12:00:00 AM,34,18-64
4914486,2019-2020,Physician Medical Office,10/26/2019 12:00:00 AM,10/26/2024 12:00:00 AM,17,2019,43,7,741211,01/25/2025 12:00:00 AM,34,50-64
23095446,2019-2020,Physician Medical Office,11/02/2019 12:00:00 AM,11/02/2024 12:00:00 AM,18,2019,44,7,2503737,01/25/2025 12:00:00 AM,34,18+
11819771,2019-2020,Physician Medical Office,11/02/2019 12:00:00 AM,11/02/2024 12:00:00 AM,18,2019,44,7,1338400,01/25/2025 12:00:00 AM,34,18-64
11275677,2019-2020,Physician Medical Office,11/02/2019 12:00:00 AM,11/02/2024 12:00:00 AM,18,2019,44,7,1165337,01/25/2025 12:00:00 AM,34,65+
5543008,2019-2020,Physician Medical Office,11/02/2019 12:00:00 AM,11/02/2024 12:00:00 AM,18,2019,44,7,628522,01/25/2025 12:00:00 AM,34,50-64
6276764,2019-2020,Physician Medical Office,11/02/2019 12:00:00 AM,11/02/2024 12:00:00 AM,18,2019,44,7,709879,01/25/2025 12:00:00 AM,34,18-49
6112936,2019-2020,Physician Medical Office,11/09/2019 12:00:00 AM,11/09/2024 12:00:00 AM,19,2019,45,7,569928,01/25/2025 12:00:00 AM,34,50-64
6927630,2019-2020,Physician Medical Office,11/09/2019 12:00:00 AM,11/09/2024 12:00:00 AM,19,2019,45,7,650866,01/25/2025 12:00:00 AM,34,18-49
13040565,2019-2020,Physician Medical Office,11/09/2019 12:00:00 AM,11/09/2024 12:00:00 AM,19,2019,45,7,1220794,01/25/2025 12:00:00 AM,34,18-64
25423955,2019-2020,Physician Medical Office,11/09/2019 12:00:00 AM,11/09/2024 12:00:00 AM,19,2019,45,7,2328509,01/25/2025 12:00:00 AM,34,18+
12383392,2019-2020,Physician Medical Office,11/09/2019 12:00:00 AM,11/09/2024 12:00:00 AM,19,2019,45,7,1107715,01/25/2025 12:00:00 AM,34,65+
13294682,2019-2020,Physician Medical Office,11/16/2019 12:00:00 AM,11/16/2024 12:00:00 AM,20,2019,46,7,911290,01/25/2025 12:00:00 AM,34,65+
27380893,2019-2020,Physician Medical Office,11/16/2019 12:00:00 AM,11/16/2024 12:00:00 AM,20,2019,46,7,1956938,01/25/2025 12:00:00 AM,34,18+
6597572,2019-2020,Physician Medical Office,11/16/2019 12:00:00 AM,11/16/2024 12:00:00 AM,20,2019,46,7,484636,01/25/2025 12:00:00 AM,34,50-64
14086214,2019-2020,Physician Medical Office,11/16/2019 12:00:00 AM,11/16/2024 12:00:00 AM,20,2019,46,7,1045649,01/25/2025 12:00:00 AM,34,18-64
7488643,2019-2020,Physician Medical Office,11/16/2019 12:00:00 AM,11/16/2024 12:00:00 AM,20,2019,46,7,561013,01/25/2025 12:00:00 AM,34,18-49
15007982,2019-2020,Physician Medical Office,11/23/2019 12:00:00 AM,11/23/2024 12:00:00 AM,21,2019,47,7,921768,01/25/2025 12:00:00 AM,34,18-64
7978165,2019-2020,Physician Medical Office,11/23/2019 12:00:00 AM,11/23/2024 12:00:00 AM,21,2019,47,7,489522,01/25/2025 12:00:00 AM,34,18-49
7029818,2019-2020,Physician Medical Office,11/23/2019 12:00:00 AM,11/23/2024 12:00:00 AM,21,2019,47,7,432246,01/25/2025 12:00:00 AM,34,50-64
14060207,2019-2020,Physician Medical Office,11/23/2019 12:00:00 AM,11/23/2024 12:00:00 AM,21,2019,47,7,765525,01/25/2025 12:00:00 AM,34,65+
29068186,2019-2020,Physician Medical Office,11/23/2019 12:00:00 AM,11/23/2024 12:00:00 AM,21,2019,47,7,1687293,01/25/2025 12:00:00 AM,34,18+
15539554,2019-2020,Physician Medical Office,11/30/2019 12:00:00 AM,11/30/2024 12:00:00 AM,22,2019,48,7,531572,01/25/2025 12:00:00 AM,34,18-64
14391663,2019-2020,Physician Medical Office,11/30/2019 12:00:00 AM,11/30/2024 12:00:00 AM,22,2019,48,7,331456,01/25/2025 12:00:00 AM,34,65+
24690218,2022-2023,Physician Medical Office,12/10/2022 12:00:00 AM,12/07/2024 12:00:00 AM,23,2022,49,7,834258,01/25/2025 12:00:00 AM,37,18+
5945183,2022-2023,Physician Medical Office,12/10/2022 12:00:00 AM,12/07/2024 12:00:00 AM,23,2022,49,7,242235,01/25/2025 12:00:00 AM,37,50-64
6384456,2022-2023,Physician Medical Office,12/10/2022 12:00:00 AM,12/07/2024 12:00:00 AM,23,2022,49,7,276618,01/25/2025 12:00:00 AM,37,18-49
12329637,2022-2023,Physician Medical Office,12/10/2022 12:00:00 AM,12/07/2024 12:00:00 AM,23,2022,49,7,518852,01/25/2025 12:00:00 AM,37,18-64
12360576,2022-2023,Physician Medical Office,12/10/2022 12:00:00 AM,12/07/2024 12:00:00 AM,23,2022,49,7,315405,01/25/2025 12:00:00 AM,37,65+
6629354,2022-2023,Physician Medical Office,12/17/2022 12:00:00 AM,12/14/2024 12:00:00 AM,24,2022,50,7,244898,01/25/2025 12:00:00 AM,37,18-49
25392475,2022-2023,Physician Medical Office,12/17/2022 12:00:00 AM,12/14/2024 12:00:00 AM,24,2022,50,7,702257,01/25/2025 12:00:00 AM,37,18+
6150550,2022-2023,Physician Medical Office,12/17/2022 12:00:00 AM,12/14/2024 12:00:00 AM,24,2022,50,7,205367,01/25/2025 12:00:00 AM,37,50-64
12779890,2022-2023,Physician Medical Office,12/17/2022 12:00:00 AM,12/14/2024 12:00:00 AM,24,2022,50,7,450253,01/25/2025 12:00:00 AM,37,18-64
12612580,2022-2023,Physician Medical Office,12/17/2022 12:00:00 AM,12/14/2024 12:00:00 AM,24,2022,50,7,252004,01/25/2025 12:00:00 AM,37,65+
25869879,2022-2023,Physician Medical Office,12/24/2022 12:00:00 AM,12/21/2024 12:00:00 AM,25,2022,51,7,477404,01/25/2025 12:00:00 AM,37,18+
6822582,2022-2023,Physician Medical Office,12/24/2022 12:00:00 AM,12/21/2024 12:00:00 AM,25,2022,51,7,193228,01/25/2025 12:00:00 AM,37,18-49
12762503,2022-2023,Physician Medical Office,12/24/2022 12:00:00 AM,12/21/2024 12:00:00 AM,25,2022,51,7,149923,01/25/2025 12:00:00 AM,37,65+
13107371,2022-2023,Physician Medical Office,12/24/2022 12:00:00 AM,12/21/2024 12:00:00 AM,25,2022,51,7,327481,01/25/2025 12:00:00 AM,37,18-64
6284803,2022-2023,Physician Medical Office,12/24/2022 12:00:00 AM,12/21/2024 12:00:00 AM,25,2022,51,7,134253,01/25/2025 12:00:00 AM,37,50-64
26131859,2022-2023,Physician Medical Office,12/31/2022 12:00:00 AM,12/28/2024 12:00:00 AM,26,2022,52,7,261980,01/25/2025 12:00:00 AM,37,18+
6935135,2022-2023,Physician Medical Office,12/31/2022 12:00:00 AM,12/28/2024 12:00:00 AM,26,2022,52,7,112553,01/25/2025 12:00:00 AM,37,18-49
6359229,2022-2023,Physician Medical Office,12/31/2022 12:00:00 AM,12/28/2024 12:00:00 AM,26,2022,52,7,74426,01/25/2025 12:00:00 AM,37,50-64
13294350,2022-2023,Physician Medical Office,12/31/2022 12:00:00 AM,12/28/2024 12:00:00 AM,26,2022,52,7,186979,01/25/2025 12:00:00 AM,37,18-64
12837508,2022-2023,Physician Medical Office,12/31/2022 12:00:00 AM,12/28/2024 12:00:00 AM,26,2022,52,7,75005,01/25/2025 12:00:00 AM,37,65+
12921035,2022-2023,Physician Medical Office,01/07/2023 12:00:00 AM,01/04/2025 12:00:00 AM,28,2023,1,7,83527,01/25/2025 12:00:00 AM,37,65+
13492581,2022-2023,Physician Medical Office,01/07/2023 12:00:00 AM,01/04/2025 12:00:00 AM,28,2023,1,7,198231,01/25/2025 12:00:00 AM,37,18-64
7059165,2022-2023,Physician Medical Office,01/07/2023 12:00:00 AM,01/04/2025 12:00:00 AM,28,2023,1,7,124030,01/25/2025 12:00:00 AM,37,18-49
26413617,2022-2023,Physician Medical Office,01/07/2023 12:00:00 AM,01/04/2025 12:00:00 AM,28,2023,1,7,281758,01/25/2025 12:00:00 AM,37,18+
6433430,2022-2023,Physician Medical Office,01/07/2023 12:00:00 AM,01/04/2025 12:00:00 AM,28,2023,1,7,74201,01/25/2025 12:00:00 AM,37,50-64
7195728,2022-2023,Physician Medical Office,01/14/2023 12:00:00 AM,01/11/2025 12:00:00 AM,29,2023,2,7,136563,01/25/2025 12:00:00 AM,37,18-49
6516787,2022-2023,Physician Medical Office,01/14/2023 12:00:00 AM,01/11/2025 12:00:00 AM,29,2023,2,7,83357,01/25/2025 12:00:00 AM,37,50-64
13712501,2022-2023,Physician Medical Office,01/14/2023 12:00:00 AM,01/11/2025 12:00:00 AM,29,2023,2,7,219920,01/25/2025 12:00:00 AM,37,18-64
26730858,2022-2023,Physician Medical Office,01/14/2023 12:00:00 AM,01/11/2025 12:00:00 AM,29,2023,2,7,317241,01/25/2025 12:00:00 AM,37,18+
13018356,2022-2023,Physician Medical Office,01/14/2023 12:00:00 AM,01/11/2025 12:00:00 AM,29,2023,2,7,97321,01/25/2025 12:00:00 AM,37,65+
13878254,2022-2023,Physician Medical Office,01/21/2023 12:00:00 AM,01/18/2025 12:00:00 AM,30,2023,3,7,165753,01/25/2025 12:00:00 AM,37,18-64
26968216,2022-2023,Physician Medical Office,01/21/2023 12:00:00 AM,01/18/2025 12:00:00 AM,30,2023,3,7,237358,01/25/2025 12:00:00 AM,37,18+
7297809,2022-2023,Physician Medical Office,01/21/2023 12:00:00 AM,01/18/2025 12:00:00 AM,30,2023,3,7,102081,01/25/2025 12:00:00 AM,37,18-49
13089961,2022-2023,Physician Medical Office,01/21/2023 12:00:00 AM,01/18/2025 12:00:00 AM,30,2023,3,7,71605,01/25/2025 12:00:00 AM,37,65+
6580459,2022-2023,Physician Medical Office,01/21/2023 12:00:00 AM,01/18/2025 12:00:00 AM,30,2023,3,7,63672,01/25/2025 12:00:00 AM,37,50-64
27177770,2022-2023,Physician Medical Office,01/28/2023 12:00:00 AM,01/25/2025 12:00:00 AM,31,2023,4,7,209554,01/25/2025 12:00:00 AM,37,18+
6636877,2022-2023,Physician Medical Office,01/28/2023 12:00:00 AM,01/25/2025 12:00:00 AM,31,2023,4,7,56418,01/25/2025 12:00:00 AM,37,50-64
13151014,2022-2023,Physician Medical Office,01/28/2023 12:00:00 AM,01/25/2025 12:00:00 AM,31,2023,4,7,61053,01/25/2025 12:00:00 AM,37,65+
7389893,2022-2023,Physician Medical Office,01/28/2023 12:00:00 AM,01/25/2025 12:00:00 AM,31,2023,4,7,92084,01/25/2025 12:00:00 AM,37,18-49
14026756,2022-2023,Physician Medical Office,01/28/2023 12:00:00 AM,01/25/2025 12:00:00 AM,31,2023,4,7,148502,01/25/2025 12:00:00 AM,37,18-64
13201012,2022-2023,Physician Medical Office,02/04/2023 12:00:00 AM,02/01/2025 12:00:00 AM,32,2023,5,7,49998,01/25/2025 12:00:00 AM,37,65+
6681848,2022-2023,Physician Medical Office,02/04/2023 12:00:00 AM,02/01/2025 12:00:00 AM,32,2023,5,7,44971,01/25/2025 12:00:00 AM,37,50-64
7469889,2022-2023,Physician Medical Office,02/04/2023 12:00:00 AM,02/01/2025 12:00:00 AM,32,2023,5,7,79996,01/25/2025 12:00:00 AM,37,18-49
14151723,2022-2023,Physician Medical Office,02/04/2023 12:00:00 AM,02/01/2025 12:00:00 AM,32,2023,5,7,124967,01/25/2025 12:00:00 AM,37,18-64
27352736,2022-2023,Physician Medical Office,02/04/2023 12:00:00 AM,02/01/2025 12:00:00 AM,32,2023,5,7,174966,01/25/2025 12:00:00 AM,37,18+
14257417,2022-2023,Physician Medical Office,02/11/2023 12:00:00 AM,02/08/2025 12:00:00 AM,33,2023,6,7,105694,01/25/2025 12:00:00 AM,37,18-64
27502856,2022-2023,Physician Medical Office,02/11/2023 12:00:00 AM,02/08/2025 12:00:00 AM,33,2023,6,7,150120,01/25/2025 12:00:00 AM,37,18+
7538756,2022-2023,Physician Medical Office,02/11/2023 12:00:00 AM,02/08/2025 12:00:00 AM,33,2023,6,7,68867,01/25/2025 12:00:00 AM,37,18-49
6718675,2022-2023,Physician Medical Office,02/11/2023 12:00:00 AM,02/08/2025 12:00:00 AM,33,2023,6,7,36827,01/25/2025 12:00:00 AM,37,50-64
13245438,2022-2023,Physician Medical Office,02/11/2023 12:00:00 AM,02/08/2025 12:00:00 AM,33,2023,6,7,44426,01/25/2025 12:00:00 AM,37,65+
14340597,2022-2023,Physician Medical Office,02/18/2023 12:00:00 AM,02/15/2025 12:00:00 AM,34,2023,7,7,83180,01/25/2025 12:00:00 AM,37,18-64
13279268,2022-2023,Physician Medical Office,02/18/2023 12:00:00 AM,02/15/2025 12:00:00 AM,34,2023,7,7,33830,01/25/2025 12:00:00 AM,37,65+
27619866,2022-2023,Physician Medical Office,02/18/2023 12:00:00 AM,02/15/2025 12:00:00 AM,34,2023,7,7,117010,01/25/2025 12:00:00 AM,37,18+
6747074,2022-2023,Physician Medical Office,02/18/2023 12:00:00 AM,02/15/2025 12:00:00 AM,34,2023,7,7,28399,01/25/2025 12:00:00 AM,37,50-64
7593537,2022-2023,Physician Medical Office,02/18/2023 12:00:00 AM,02/15/2025 12:00:00 AM,34,2023,7,7,54781,01/25/2025 12:00:00 AM,37,18-49
13302646,2022-2023,Physician Medical Office,02/25/2023 12:00:00 AM,02/22/2025 12:00:00 AM,35,2023,8,7,23378,01/25/2025 12:00:00 AM,37,65+
7635885,2022-2023,Physician Medical Office,02/25/2023 12:00:00 AM,02/22/2025 12:00:00 AM,35,2023,8,7,42348,01/25/2025 12:00:00 AM,37,18-49
6768252,2022-2023,Physician Medical Office,02/25/2023 12:00:00 AM,02/22/2025 12:00:00 AM,35,2023,8,7,21178,01/25/2025 12:00:00 AM,37,50-64
27706771,2022-2023,Physician Medical Office,02/25/2023 12:00:00 AM,02/22/2025 12:00:00 AM,35,2023,8,7,86905,01/25/2025 12:00:00 AM,37,18+
14404123,2022-2023,Physician Medical Office,02/25/2023 12:00:00 AM,02/22/2025 12:00:00 AM,35,2023,8,7,63526,01/25/2025 12:00:00 AM,37,18-64
6784887,2022-2023,Physician Medical Office,03/04/2023 12:00:00 AM,03/01/2025 12:00:00 AM,36,2023,9,7,16635,01/25/2025 12:00:00 AM,37,50-64
14455879,2022-2023,Physician Medical Office,03/04/2023 12:00:00 AM,03/01/2025 12:00:00 AM,36,2023,9,7,51756,01/25/2025 12:00:00 AM,37,18-64
7671005,2022-2023,Physician Medical Office,03/04/2023 12:00:00 AM,03/01/2025 12:00:00 AM,36,2023,9,7,35120,01/25/2025 12:00:00 AM,37,18-49
27777555,2022-2023,Physician Medical Office,03/04/2023 12:00:00 AM,03/01/2025 12:00:00 AM,36,2023,9,7,70784,01/25/2025 12:00:00 AM,37,18+
13321674,2022-2023,Physician Medical Office,03/04/2023 12:00:00 AM,03/01/2025 12:00:00 AM,36,2023,9,7,19028,01/25/2025 12:00:00 AM,37,65+
7699681,2022-2023,Physician Medical Office,03/11/2023 12:00:00 AM,03/08/2025 12:00:00 AM,37,2023,10,7,28676,01/25/2025 12:00:00 AM,37,18-49
13334462,2022-2023,Physician Medical Office,03/11/2023 12:00:00 AM,03/08/2025 12:00:00 AM,37,2023,10,7,12788,01/25/2025 12:00:00 AM,37,65+
27831124,2022-2023,Physician Medical Office,03/11/2023 12:00:00 AM,03/08/2025 12:00:00 AM,37,2023,10,7,53569,01/25/2025 12:00:00 AM,37,18+
6796992,2022-2023,Physician Medical Office,03/11/2023 12:00:00 AM,03/08/2025 12:00:00 AM,37,2023,10,7,12105,01/25/2025 12:00:00 AM,37,50-64
14496660,2022-2023,Physician Medical Office,03/11/2023 12:00:00 AM,03/08/2025 12:00:00 AM,37,2023,10,7,40781,01/25/2025 12:00:00 AM,37,18-64
6806075,2022-2023,Physician Medical Office,03/18/2023 12:00:00 AM,03/15/2025 12:00:00 AM,38,2023,11,7,9083,01/25/2025 12:00:00 AM,37,50-64
14529127,2022-2023,Physician Medical Office,03/18/2023 12:00:00 AM,03/15/2025 12:00:00 AM,38,2023,11,7,32467,01/25/2025 12:00:00 AM,37,18-64
27872947,2022-2023,Physician Medical Office,03/18/2023 12:00:00 AM,03/15/2025 12:00:00 AM,38,2023,11,7,41823,01/25/2025 12:00:00 AM,37,18+
7723065,2022-2023,Physician Medical Office,03/18/2023 12:00:00 AM,03/15/2025 12:00:00 AM,38,2023,11,7,23384,01/25/2025 12:00:00 AM,37,18-49
13343818,2022-2023,Physician Medical Office,03/18/2023 12:00:00 AM,03/15/2025 12:00:00 AM,38,2023,11,7,9356,01/25/2025 12:00:00 AM,37,65+
6813161,2022-2023,Physician Medical Office,03/25/2023 12:00:00 AM,03/22/2025 12:00:00 AM,39,2023,12,7,7086,01/25/2025 12:00:00 AM,37,50-64
14554829,2022-2023,Physician Medical Office,03/25/2023 12:00:00 AM,03/22/2025 12:00:00 AM,39,2023,12,7,25702,01/25/2025 12:00:00 AM,37,18-64
27906116,2022-2023,Physician Medical Office,03/25/2023 12:00:00 AM,03/22/2025 12:00:00 AM,39,2023,12,7,33169,01/25/2025 12:00:00 AM,37,18+
13351284,2022-2023,Physician Medical Office,03/25/2023 12:00:00 AM,03/22/2025 12:00:00 AM,39,2023,12,7,7466,01/25/2025 12:00:00 AM,37,65+
7741682,2022-2023,Physician Medical Office,03/25/2023 12:00:00 AM,03/22/2025 12:00:00 AM,39,2023,12,7,18617,01/25/2025 12:00:00 AM,37,18-49
