COVID-19_Season,Week_ID,Current_Season_Week_Ending_Label,MMWR_Week_Order,MMWR_Year,MMWR_Week,MMWR_Day,Setting,Doses,Cumulative_Doses,Location_and_Flu_Season_Order,Current_Through,Age_Group,current_season,Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child or adult,Week Ending,Enrollment Date,As of date,Race and ethnicity,comparison_type,week_ending,current_season_week_ending_label,comparison_group_1,comparison_group_2,comparison_group1_point_estimate,comparison_group2_point_estimate,estimate_difference,difference_estimate_lower_95_ci,difference_estimate_upper_95_ci,significant_at_95_pct,comparison_group_1_sort_order,comparison_group_2_sort_order
2023-2024,11/04/2023 12:00:00 AM,11/02/2024 12:00:00 AM,10.0,2023.0,44.0,7.0,Physician Medical Office,41594.0,200378.0,38.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11.0,2023.0,45.0,7.0,Physician Medical Office,186352.0,1046216.0,38.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11.0,2023.0,45.0,7.0,Physician Medical Office,56862.0,302273.0,38.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11.0,2023.0,45.0,7.0,Physician Medical Office,109305.0,587816.0,38.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11.0,2023.0,45.0,7.0,Physician Medical Office,52443.0,285544.0,38.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11.0,2023.0,45.0,7.0,Physician Medical Office,61994.0,343608.0,38.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11.0,2023.0,45.0,7.0,Physician Medical Office,77047.0,458397.0,38.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11.0,2023.0,45.0,7.0,Physician Medical Office,37562.0,237940.0,38.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/18/2023 12:00:00 AM,11/16/2024 12:00:00 AM,12.0,2023.0,46.0,7.0,Physician Medical Office,175668.0,1221884.0,38.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/18/2023 12:00:00 AM,11/16/2024 12:00:00 AM,12.0,2023.0,46.0,7.0,Physician Medical Office,54067.0,356340.0,38.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/18/2023 12:00:00 AM,11/16/2024 12:00:00 AM,12.0,2023.0,46.0,7.0,Physician Medical Office,103525.0,691341.0,38.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/18/2023 12:00:00 AM,11/16/2024 12:00:00 AM,12.0,2023.0,46.0,7.0,Physician Medical Office,49458.0,335002.0,38.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/18/2023 12:00:00 AM,11/16/2024 12:00:00 AM,12.0,2023.0,46.0,7.0,Physician Medical Office,60711.0,404319.0,38.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/18/2023 12:00:00 AM,11/16/2024 12:00:00 AM,12.0,2023.0,46.0,7.0,Physician Medical Office,72143.0,530540.0,38.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/18/2023 12:00:00 AM,11/16/2024 12:00:00 AM,12.0,2023.0,46.0,7.0,Physician Medical Office,33501.0,271441.0,38.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/25/2023 12:00:00 AM,11/23/2024 12:00:00 AM,13.0,2023.0,47.0,7.0,Physician Medical Office,102225.0,1324109.0,38.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/25/2023 12:00:00 AM,11/23/2024 12:00:00 AM,13.0,2023.0,47.0,7.0,Physician Medical Office,37376.0,393716.0,38.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/25/2023 12:00:00 AM,11/23/2024 12:00:00 AM,13.0,2023.0,47.0,7.0,Physician Medical Office,65996.0,757337.0,38.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/25/2023 12:00:00 AM,11/23/2024 12:00:00 AM,13.0,2023.0,47.0,7.0,Physician Medical Office,28620.0,363622.0,38.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/25/2023 12:00:00 AM,11/23/2024 12:00:00 AM,13.0,2023.0,47.0,7.0,Physician Medical Office,31259.0,435578.0,38.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/25/2023 12:00:00 AM,11/23/2024 12:00:00 AM,13.0,2023.0,47.0,7.0,Physician Medical Office,36229.0,566769.0,38.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/25/2023 12:00:00 AM,11/23/2024 12:00:00 AM,13.0,2023.0,47.0,7.0,Physician Medical Office,16915.0,288356.0,38.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/02/2023 12:00:00 AM,11/30/2024 12:00:00 AM,14.0,2023.0,48.0,7.0,Physician Medical Office,141610.0,1465719.0,38.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/02/2023 12:00:00 AM,11/30/2024 12:00:00 AM,14.0,2023.0,48.0,7.0,Physician Medical Office,45948.0,439664.0,38.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/02/2023 12:00:00 AM,11/30/2024 12:00:00 AM,14.0,2023.0,48.0,7.0,Physician Medical Office,87587.0,844924.0,38.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/02/2023 12:00:00 AM,11/30/2024 12:00:00 AM,14.0,2023.0,48.0,7.0,Physician Medical Office,41639.0,405261.0,38.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/02/2023 12:00:00 AM,11/30/2024 12:00:00 AM,14.0,2023.0,48.0,7.0,Physician Medical Office,47113.0,482691.0,38.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/02/2023 12:00:00 AM,11/30/2024 12:00:00 AM,14.0,2023.0,48.0,7.0,Physician Medical Office,54023.0,620792.0,38.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/02/2023 12:00:00 AM,11/30/2024 12:00:00 AM,14.0,2023.0,48.0,7.0,Physician Medical Office,24739.0,313095.0,38.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/09/2023 12:00:00 AM,12/07/2024 12:00:00 AM,15.0,2023.0,49.0,7.0,Physician Medical Office,122485.0,1588204.0,38.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/09/2023 12:00:00 AM,12/07/2024 12:00:00 AM,15.0,2023.0,49.0,7.0,Physician Medical Office,40268.0,479932.0,38.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/09/2023 12:00:00 AM,12/07/2024 12:00:00 AM,15.0,2023.0,49.0,7.0,Physician Medical Office,76182.0,921106.0,38.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/09/2023 12:00:00 AM,12/07/2024 12:00:00 AM,15.0,2023.0,49.0,7.0,Physician Medical Office,35913.0,441174.0,38.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/09/2023 12:00:00 AM,12/07/2024 12:00:00 AM,15.0,2023.0,49.0,7.0,Physician Medical Office,40368.0,523059.0,38.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/09/2023 12:00:00 AM,12/07/2024 12:00:00 AM,15.0,2023.0,49.0,7.0,Physician Medical Office,46303.0,667095.0,38.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/09/2023 12:00:00 AM,12/07/2024 12:00:00 AM,15.0,2023.0,49.0,7.0,Physician Medical Office,20869.0,333964.0,38.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16.0,2023.0,50.0,7.0,Physician Medical Office,112670.0,1700874.0,38.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16.0,2023.0,50.0,7.0,Physician Medical Office,37731.0,517663.0,38.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16.0,2023.0,50.0,7.0,Physician Medical Office,71964.0,993070.0,38.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16.0,2023.0,50.0,7.0,Physician Medical Office,34233.0,475407.0,38.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16.0,2023.0,50.0,7.0,Physician Medical Office,37123.0,560182.0,38.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16.0,2023.0,50.0,7.0,Physician Medical Office,40705.0,707800.0,38.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16.0,2023.0,50.0,7.0,Physician Medical Office,17865.0,351829.0,38.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/23/2023 12:00:00 AM,12/21/2024 12:00:00 AM,17.0,2023.0,51.0,7.0,Physician Medical Office,100656.0,1801530.0,38.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/23/2023 12:00:00 AM,12/21/2024 12:00:00 AM,17.0,2023.0,51.0,7.0,Physician Medical Office,38624.0,556287.0,38.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/23/2023 12:00:00 AM,12/21/2024 12:00:00 AM,17.0,2023.0,51.0,7.0,Physician Medical Office,67844.0,1060914.0,38.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/23/2023 12:00:00 AM,12/21/2024 12:00:00 AM,17.0,2023.0,51.0,7.0,Physician Medical Office,29219.0,504626.0,38.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/23/2023 12:00:00 AM,12/21/2024 12:00:00 AM,17.0,2023.0,51.0,7.0,Physician Medical Office,30891.0,591073.0,38.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/23/2023 12:00:00 AM,12/21/2024 12:00:00 AM,17.0,2023.0,51.0,7.0,Physician Medical Office,32812.0,740612.0,38.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/23/2023 12:00:00 AM,12/21/2024 12:00:00 AM,17.0,2023.0,51.0,7.0,Physician Medical Office,13921.0,365750.0,38.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/30/2023 12:00:00 AM,12/28/2024 12:00:00 AM,18.0,2023.0,52.0,7.0,Physician Medical Office,52975.0,1854505.0,38.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/30/2023 12:00:00 AM,12/28/2024 12:00:00 AM,18.0,2023.0,52.0,7.0,Physician Medical Office,20708.0,576995.0,38.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/30/2023 12:00:00 AM,12/28/2024 12:00:00 AM,18.0,2023.0,52.0,7.0,Physician Medical Office,36695.0,1097609.0,38.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
